Power(watts)','Distance(metres)','Heartrate(BPM)','Speed(m/s)','WindSpeed (m/s)','Cadaence(revs/s)','Elevation(meters)','Hill slope(%)','Temperature(C )','Penalty (to be minimized)','Cluster'
241.72,7547.8,164,3.4422,2.5034,1.0333,237.13,7.39,25,305.06,1
245.7,7547.8,165,3.6657,3.2187,1.0833,238.66,6.49,25,248.2,1
228.73,7563.9,165,3.7998,2.9505,1.1167,238.66,6.29,25,179.54,1
215.77,7563.9,165,3.8445,3.3081,1.1167,238.66,6.29,25,126.19,1
220.82,7563.9,165,3.8445,3.7551,1.1167,238.66,6.19,25,101.04,1
221.82,7563.9,164,3.7551,4.0681,1.1167,240.49,6.79,25,120.72,1
223.86,7580,164,3.7104,4.0233,1.0833,240.49,7.19,25,138.37,1
231.91,7580,164,3.5763,2.9952,1.05,240.49,8.1,25,169.67,1
239.91,7580,164,3.5316,3.3528,1.05,240.49,8.7,25,205.97,1
251.96,7580,164,3.4422,4.4704,1,242.32,9.6,25,204.97,1
255.01,7580,164,3.3975,4.2916,0.98333,242.32,9.9,25,245.94,1
266.06,7596.1,164,3.4869,3.5763,1.0167,242.32,10.1,25,293.12,1
274.05,7596.1,164,3.3081,3.1293,0.96667,242.32,10.6,25,313.65,1
269.1,7596.1,164,3.2634,3.174,0.95,244.45,10.5,25,346.05,1
299.14,7596.1,164,3.0399,2.6375,0.9,244.45,11.21,25,377.84,1
318.14,7596.1,164,3.1293,2.861,0.9,244.45,12.01,25,437.27,1
323.19,7612.2,164,3.0399,1.6093,0.88333,244.45,12.81,25,457.39,1
342.25,7612.2,164,3.0399,1.8329,0.86667,245.67,14.21,25,447.5,1
357.24,7612.2,164,2.9505,1.8329,0.86667,245.67,15.41,25,408.14,1
385.3,7612.2,164,2.9505,1.6093,0.86667,245.67,17.01,25,315.3,5
388.37,7612.2,164,2.9952,1.7882,0.86667,245.67,17.62,25,250.4,5
383.37,7628.3,165,2.9505,2.414,0.85,247.19,18.12,25,221.62,5
373.41,7628.3,165,2.8163,2.0117,0.83333,247.19,17.92,25,220.85,5
366.43,7628.3,165,2.861,0,0.83333,247.19,17.02,25,274.82,5
358.5,7628.3,165,2.861,2.5034,0.83333,247.19,16.73,25,347.74,1
336.56,7628.3,165,2.8163,1.5646,0.83333,247.8,15.73,25,385.73,1
323.59,7628.3,165,2.861,1.5199,0.85,247.8,14.73,25,417.86,1
307.67,7644.4,165,2.9058,1.967,0.83333,247.8,13.83,25,405.14,1
290.75,7644.4,166,2.9058,2.1458,0.86667,247.8,12.64,25,407.73,1
282.78,7644.4,166,2.9505,0,0.86667,249.33,11.84,25,404.35,1
262.85,7644.4,166,2.9058,0,0.86667,249.33,11.34,25,387.48,1
270.95,7644.4,166,2.9952,2.8163,0.9,249.33,10.74,25,390.95,1
247.16,7660.5,167,3.5763,2.1905,1.0667,249.33,9.75,25,408.91,1
231.34,7660.5,167,3.8445,3.4869,1.1333,250.85,8.35,25,439.45,1
218.52,7660.5,167,4.0233,3.0846,1.2,250.85,6.45,25,468.47,1
202.67,7660.5,167,4.1575,3.0846,1.2167,250.85,5.26,25,461.68,1
180.73,7676.6,167,4.0681,3.1293,1.2,250.85,4.46,25,435.78,1
160.85,7676.6,167,4.1575,4.1575,1.2333,252.07,3.56,25,356.39,1
148.08,7676.6,166,4.4704,3.7998,1.3333,252.07,2.76,25,288.57,1
149.32,7676.6,166,4.828,3.3975,1.4333,252.07,1.77,25,365.24,7
162.44,7692.6,166,4.9174,6.035,1.4333,252.07,1.37,25,538.06,1
168.39,7692.6,166,4.6939,8.1361,1.3833,252.68,1.87,25,693.99,1
170.2,7692.6,166,4.2469,8.1361,1.25,252.68,3.37,25,818.24,1
264.91,7692.6,166,3.7104,6.1244,1.0833,252.68,5.37,25,865.98,1
309.78,7708.7,166,3.3975,5.1857,1.0167,252.68,7.47,25,846.29,1
329.66,7708.7,166,3.1293,5.2304,0.91667,254.81,9.47,25,780.31,1
346.65,7708.7,166,3.0846,4.4257,0.9,254.81,11.48,25,674.44,1
339.57,7708.7,166,2.9058,3.3081,0.85,254.81,13.28,25,523.26,1
331.53,7708.7,165,2.861,3.8892,0.85,254.81,14.18,24.444,250.41,1
329.62,7724.8,165,2.9952,3.9339,0.85,255.73,14.28,24.444,197.38,1
305.62,7724.8,165,2.9505,2.9058,0.86667,255.73,13.58,24.444,215.84,1
297.65,7724.8,165,2.9505,2.9952,0.88333,255.73,12.58,24.444,226.48,1
294.73,7724.8,166,3.0399,3.3081,0.88333,255.73,11.88,24.444,215.45,1
293.71,7724.8,165,2.9505,2.9058,0.86667,257.56,11.98,24.444,179.6,1
289.71,7740.9,165,2.9058,2.5481,0.86667,257.56,11.98,24.444,169.77,1
287.74,7740.9,166,2.9058,2.9058,0.85,257.56,12.28,24.444,175.91,1
275.75,7740.9,166,2.861,2.6375,0.85,257.56,12.39,24.444,197.25,1
290.84,7740.9,166,2.9505,2.3246,0.88333,258.78,12.19,24.444,218.87,1
266.02,7740.9,166,3.174,3.0846,0.9,258.78,11.69,24.444,235.24,1
246.01,7740.9,166,3.0846,3.4869,0.95,258.78,11.39,24.444,227.21,1
245.96,7757,166,2.9505,2.2352,0.96667,258.78,11.09,24.444,209.8,1
240.14,7757,166,3.1293,2.6375,1.0333,259.99,10,24.444,184.74,1
234.28,7757,166,3.2634,1.9223,1.0833,259.99,9.1,24.444,166.9,1
241.51,7757,166,3.4869,1.7882,1.1333,259.99,8,24.444,82.355,1
244.51,7757,166,3.3975,1.6093,1.1167,259.99,8,24.444,44.248,1
241.36,7773.1,166,3.1293,1.8776,1.0333,260.91,9.01,24.444,56.195,1
244.38,7773.1,166,3.0846,2.5034,1.0167,260.91,9.91,24.444,66.492,1
246.44,7773.1,166,3.0846,2.0117,1.0167,260.91,10.51,24.444,82.934,1
250.47,7773.1,165,3.0399,0,1,260.91,10.81,24.444,68.726,1
254.53,7773.1,165,3.0399,0,1,261.82,10.82,24.444,109.68,1
255.56,7789.2,165,2.9952,0,0.98333,261.82,11.02,24.444,164.28,1
262.59,7789.2,166,2.9505,0,0.96667,261.82,11.62,24.444,203.39,1
250.57,7789.2,166,2.861,0,0.91667,261.82,12.13,24.444,236.31,1
278.39,7789.2,165,2.5928,0,0.91667,263.04,12.93,24.444,254.28,1
293.59,7789.2,165,2.7269,0,0.91667,263.04,13.63,24.444,271.23,1
301.7,7789.2,165,2.7716,0,0.9,263.04,14.34,24.444,305.85,1
309.73,7805.3,165,2.7269,0,0.9,263.04,14.94,24.444,313.25,1
312.86,7805.3,165,2.7716,0,0.9,263.96,15.25,24.444,291.22,1
321.9,7805.3,165,2.7269,0,0.9,263.96,15.75,24.444,208.92,1
342.93,7805.3,166,2.6822,0,0.88333,263.96,16.46,24.444,181.61,1
343.91,7805.3,166,2.5928,0,0.85,263.96,17.16,24.444,197.67,1
330,7805.3,165,2.5928,0,0.85,264.87,17.37,24.444,222.71,1
309.06,7821.4,165,2.6375,0,0.88333,264.87,16.87,24.444,250.38,1
295.28,7821.4,166,2.7269,0,0.91667,264.87,15.77,24.444,261.64,1
283.46,7821.4,166,2.7716,0,0.95,264.87,14.18,24.444,271.31,1
280.88,7821.4,165,2.9952,0,0.98333,265.79,12.88,24.444,243.95,1
277,7821.4,166,2.9952,0,1,265.79,12.29,24.444,176.98,1
285.12,7837.5,166,2.9952,0,1,265.79,11.99,24.444,119,1
277.17,7837.5,166,2.9505,1.4305,1,265.79,12,24.444,117.53,1
273.28,7837.5,166,2.9505,0,1.0167,267.92,11.9,24.444,141.86,1
298.65,7837.5,166,3.1293,1.6093,1.05,267.92,12.21,24.444,168.78,1
273.91,7837.5,166,3.2634,0,1.1,267.92,11.61,24.444,199.55,1
257.11,7853.6,166,3.3081,0,1.1,267.92,11.12,24.444,239.9,1
248.3,7853.6,166,3.3528,0,1.1,268.83,10.52,24.444,296.81,1
244.36,7853.6,166,3.3081,0,1.0667,268.83,9.63,24.444,330.15,1
235.33,7853.6,166,3.2187,0,1.05,268.83,9.33,24.444,353.97,1
222.37,7853.6,166,3.174,0,1.0833,268.83,8.84,24.444,305.55,1
197.79,7869.7,166,3.3528,0,1.1,270.36,8.04,24.444,266,1
197,7869.7,166,3.4422,2.3246,1.0167,270.36,7.14,24.444,233.28,1
190.36,7869.7,166,3.5763,2.4587,1.0667,270.36,5.95,24.444,195,1
189.96,7869.7,166,3.8445,2.2799,1.1667,270.36,4.75,24.444,146.89,1
195.49,7869.7,166,4.0681,3.8892,1.2167,271.88,4.45,24.444,109.42,1
196.9,7885.8,166,4.2022,4.2022,1.25,271.88,4.06,24.444,102.05,1
205.18,7885.8,166,4.2916,3.7551,1.25,271.88,4.36,24.444,118.09,1
209.28,7885.8,166,4.2916,4.7386,1.2667,271.88,5.17,24.444,122.14,1
216.42,7901.9,165,4.2916,4.5598,1.2667,272.49,5.47,24.444,128.85,1
218.6,7901.9,165,4.2916,2.7269,1.25,272.49,5.98,24.444,122.63,1
221.42,7901.9,165,4.1575,3.8445,1.2167,272.49,6.48,24.444,105.37,1
217.45,7901.9,165,4.1128,2.9952,1.2,272.49,6.59,24.444,110.08,1
229.64,7918,165,4.1575,3.5763,1.2167,273.41,6.89,24.444,139.49,1
230.73,7918,164,4.1575,4.381,1.2167,273.41,6.89,24.444,182.74,1
222.05,7918,164,4.2469,4.6939,1.2667,273.41,6,24.444,221.66,1
194.71,7918,164,4.4704,4.1575,1.2833,273.41,5.1,24.444,246.29,1
187.92,7934,164,4.5151,4.1575,1.1833,274.93,3.9,24.444,243.56,1
177.6,7934,165,4.7386,4.5151,1.2333,274.93,2.61,24.444,234.36,1
171.1,7934,164,4.9174,4.7833,1.2667,274.93,1.91,24.444,203.17,1
169.58,7950.1,164,5.0515,4.6045,1.3,274.93,1.62,24.444,156.79,1
182.16,7950.1,164,5.2304,4.8727,1.35,276.15,1.62,24.444,145.72,1
192.55,7950.1,163,5.3645,5.9903,1.3833,276.15,1.82,24.444,163.28,1
199.04,7966.2,163,5.4986,5.4092,1.4167,276.15,2.13,24.444,205.84,1
199.11,7966.2,163,5.4986,4.7833,1.4,276.15,2.83,24.444,261.59,1
217.06,7966.2,164,5.4092,3.6657,1.3833,276.76,3.73,24.444,291.08,1
212.58,7982.3,163,5.1857,3.4422,1.45,276.76,5.04,24.444,297.62,1
230.97,7982.3,163,4.9174,3.4422,1.45,276.76,6.44,24.444,281.93,1
251.78,7982.3,163,4.7833,3.0399,1.4,276.76,7.44,24.444,252.11,1
259.52,7982.3,163,4.6492,2.6375,1.3667,276.76,7.94,24.444,238.93,1
266.56,7998.4,163,4.6045,1.5646,1.35,276.76,8.15,24.444,241.72,1
256.54,7998.4,163,4.5598,0,1.3333,276.76,7.75,24.444,277.01,1
235.64,7998.4,163,4.5598,1.7435,1.3333,276.76,6.95,24.444,304.79,1
208.95,8014.5,163,4.6045,0,1.3667,278.59,5.66,24.444,341.16,1
197.41,8014.5,162,4.7386,3.2187,1.4167,278.59,4.46,24.444,348.54,1
188.94,8014.5,162,4.8727,2.9952,1.4167,278.59,3.87,24.444,329.76,1
187.87,8014.5,162,4.7833,3.0846,1.4,278.59,4.07,24.444,258.35,1
179.58,8030.6,163,4.6492,2.6822,1.35,280.11,4.47,24.444,174.58,1
181.23,8030.6,162,4.4704,0,1.3,280.11,5.18,24.444,119.31,1
179.16,8030.6,162,4.4257,1.6987,1.25,280.11,5.68,24.444,147.1,1
199.05,8046.7,162,4.3363,2.1905,1.2667,280.11,5.79,24.444,185.1,1
206.36,8046.7,161,4.4257,2.0117,1.3,280.72,5.89,24.444,202.83,1
208.63,8046.7,162,4.4704,2.8163,1.3333,280.72,5.69,23.889,199.84,1
224.07,8046.7,162,4.6045,3.1293,1.3667,280.72,5.49,23.889,178.44,1
230.6,8062.8,161,4.7386,3.5316,1.4,280.72,5.1,23.889,152.17,1
227.93,8062.8,161,4.828,3.2187,1.4167,282.24,5,23.889,106.44,1
215.99,8062.8,161,4.828,3.0846,1.4,282.24,4.9,23.889,91.607,1
205.93,8078.9,161,4.7833,2.861,1.4,282.24,4.8,23.889,84.289,1
207.85,8078.9,161,4.7386,2.7269,1.3833,282.24,5,23.889,78.334,1
219.91,8078.9,160,4.7386,3.7551,1.3833,283.77,5.31,23.889,83.969,1
218.83,8095,161,4.6939,2.861,1.3667,283.77,5.51,23.889,99.022,1
216.75,8095,161,4.6492,2.9505,1.35,283.77,5.81,23.889,130.36,1
220.54,8095,161,4.5598,2.414,1.3333,283.77,6.01,23.889,128.86,1
229.45,8095,160,4.5151,0,1.3,285.6,6.51,23.889,138.46,1
238.89,8111.1,161,4.2916,1.9223,1.25,285.6,7.42,23.889,188.84,1
247.5,8111.1,160,4.1575,0,1.2,285.6,8.32,23.889,269.99,1
225.72,8111.1,161,3.8892,0,1.1167,285.6,8.92,23.889,355.14,1
249.99,8111.1,160,3.621,0,1.0667,286.82,9.72,23.889,460.04,1
275.86,8127.2,160,3.5763,0,1.0333,286.82,10.63,23.889,498.12,1
299.04,8127.2,161,3.3081,1.3411,0.95,286.82,11.83,23.889,503.67,1
322.32,8127.2,160,3.0846,0,0.9,286.82,13.83,23.889,489.89,1
357.28,8127.2,161,3.0846,0,0.9,288.04,15.63,23.889,462.21,5
351,8127.2,161,2.9952,0,0.88333,288.04,16.53,23.889,352.74,5
345.9,8143.3,160,2.9505,0,0.86667,288.04,16.33,23.889,254.58,5
342.22,8143.3,160,3.0399,0,0.88333,288.04,15.73,23.889,202.26,5
339.15,8143.3,160,2.9952,0,0.88333,289.56,14.83,23.889,189.53,5
325.34,8143.3,161,3.0399,0,0.9,289.56,14.04,23.889,211.64,1
313.51,8143.3,161,3.0846,0,0.9,289.56,13.54,23.889,202.21,1
303.55,8143.3,161,3.0846,0,0.9,289.56,13.04,23.889,200.92,1
307.3,8159.4,161,2.9952,0,0.88333,291.08,12.84,23.889,188.63,1
300.47,8159.4,161,3.0399,1.3858,0.88333,291.08,12.64,23.889,160.87,1
300.34,8159.4,162,2.9952,0,0.88333,291.08,12.94,23.889,114.72,1
289.35,8159.4,162,2.9952,0,0.88333,291.08,12.64,23.889,78.936,1
289.53,8159.4,162,3.0399,1.3858,0.88333,292.61,12.04,23.889,59.905,1
292.54,8175.4,162,3.0399,0,0.91667,292.61,12.34,23.889,57.823,1
293.72,8175.4,163,3.0846,1.5646,0.9,292.61,12.04,23.889,46.724,1
296.73,8175.4,163,3.0846,0,0.9,292.61,12.34,23.889,50.093,1
299.59,8175.4,162,3.0399,0,0.9,294.13,12.95,23.889,51.056,1
301.47,8175.4,163,2.9952,0,0.88333,294.13,12.95,23.889,65.135,1
299.48,8191.5,163,2.9952,0,0.86667,294.13,13.25,23.889,72.523,1
303.2,8191.5,163,2.9058,1.7435,0.86667,294.13,13.75,23.889,84.303,1
301.38,8191.5,164,2.9505,1.6987,0.86667,294.74,13.45,23.889,84.789,1
312.69,8191.5,164,3.0399,0,0.88333,294.74,13.35,23.889,88.727,1
314.69,8191.5,164,3.0399,0,0.88333,294.74,13.85,23.889,82.515,1
319.43,8191.5,165,2.9505,1.6093,0.86667,294.74,13.85,23.889,78.561,1
317.44,8207.6,165,2.9505,0,0.86667,296.88,14.05,23.889,68.733,1
321.45,8207.6,165,2.9505,0,0.86667,296.88,14.56,23.889,61.084,1
312.34,8207.6,166,2.9058,0,0.86667,296.88,14.06,23.889,56.594,1
305.53,8207.6,166,2.9505,0,0.85,296.88,13.36,23.889,71.605,1
315.54,8207.6,166,2.9505,0,0.85,298.4,13.56,23.889,71.098,1
311.27,8223.7,166,2.861,0,0.85,298.4,13.36,23.889,140.32,1
303.58,8223.7,166,2.9505,0,0.86667,298.4,13.06,23.889,195.04,1
299.58,8223.7,167,2.9505,0,0.86667,298.4,13.26,23.889,250.93,1
310.73,8223.7,167,2.9952,1.4752,0.9,300.84,13.16,23.889,303.96,1
271.62,8223.7,167,3.2634,2.0117,0.96667,300.84,12.66,23.889,332.44,1
261.33,8239.8,167,3.174,0,1.0167,300.84,12.76,23.889,329.79,1
244.34,8239.8,167,3.174,0,1.0333,300.84,12.26,23.889,311.43,1
233.39,8239.8,167,3.174,0,1.05,302.36,10.96,23.889,287.47,1
235.55,8239.8,167,3.2187,0,1.0667,302.36,10.36,23.889,247.52,1
235.86,8239.8,167,3.3081,0,1.1,302.36,9.26,23.889,127.81,1
237.02,8255.9,167,3.3528,0,1.1167,302.36,8.76,23.889,82.97,1
235,8255.9,166,3.3528,0,1.1,304.19,8.86,23.889,73.832,1
238.99,8255.9,166,3.3528,0,1.1,304.19,8.86,23.889,102.11,1
241.96,8255.9,166,3.3528,0,1.1167,304.19,9.26,23.889,116.49,1
245.93,8255.9,166,3.3528,0,1.1,304.19,9.56,23.889,123.35,1
257.91,8272,166,3.3528,0,1.1,305.71,9.86,23.889,117.9,1
262.87,8272,166,3.3528,0,1.1,305.71,10.15,23.889,111.18,1
263.84,8272,166,3.3528,0,1.1,305.71,10.35,23.889,97.619,1
263.53,8272,166,3.2634,1.3858,1.0833,305.71,10.65,23.889,83.302,1
257.37,8272,166,3.2187,0,1.05,306.63,10.55,23.889,62.289,1
260.21,8288.1,166,3.174,0,1.0333,306.63,10.75,23.889,32.788,1
265.04,8288.1,166,3.1293,0,1.0333,306.63,10.95,23.889,30.164,1
267.03,8288.1,165,3.1293,0,1.0333,306.63,10.85,23.889,36.733,1
266.3,8288.1,166,3.2187,0,1.0667,308.15,10.85,23.889,44.209,1
262.59,8288.1,165,3.3081,0,1.1,308.15,10.35,23.889,61.583,1
266.58,8304.2,165,3.3081,0,1.0833,308.15,10.25,23.889,69.043,1
270.28,8304.2,165,3.2187,0,1.0833,308.15,10.65,23.889,79.142,1
272.12,8304.2,165,3.174,0,1.0667,307.85,11.15,23.889,92.049,1
278.95,8304.2,165,3.1293,0,1.0333,307.85,11.85,23.889,107.62,1
281.95,8304.2,166,3.1293,0,1.0167,307.85,12.15,23.889,107.03,1
285.82,8320.3,165,3.0846,0,1.0167,307.85,12.15,23.889,91.557,1
288.99,8320.3,165,3.1293,0,1.05,308.46,11.95,23.889,76.905,1
294.13,8320.3,165,3.174,0,1.0333,308.46,12.05,23.889,61.324,1
289.01,8320.3,165,3.1293,0,1.0333,308.46,11.95,23.889,57.183,1
286.05,8320.3,165,3.1293,0,1.0167,308.46,11.65,23.889,74.903,1
287.92,8336.4,165,3.0846,0,1.0167,309.68,12.15,23.889,100.4,1
283.94,8336.4,166,3.0846,0,1.0167,309.68,11.95,23.889,119.18,1
273.97,8336.4,166,3.0846,0,1.0167,309.68,11.65,23.889,123.59,1
269.01,8336.4,166,3.0846,1.8776,1.0167,309.68,11.36,23.889,113.25,1
263.04,8336.4,166,3.0846,0,1.0167,311.2,10.86,23.889,106.46,1
261.08,8336.4,166,3.0846,1.5646,1.0167,311.2,10.56,23.889,94.882,1
264.08,8352.5,165,3.0846,2.0117,1.0167,311.2,10.86,23.889,69.321,1
264.95,8352.5,166,3.0399,2.1905,1,311.2,11.06,23.889,41.54,1
261.82,8352.5,165,2.9952,0,1,313.33,11.06,23.889,58.172,1
264.97,8352.5,165,3.0399,0,1,313.33,11.36,23.333,76.82,1
267.83,8352.5,165,2.9952,0,1,313.33,11.46,23.333,93.315,1
270.83,8368.6,165,2.9952,0,1,313.33,11.66,23.333,113.26,1
280.82,8368.6,165,2.9952,0,0.98333,315.77,12.16,23.333,129.2,1
282.65,8368.6,165,2.9505,0,0.96667,315.77,12.76,23.333,137.02,1
286.49,8368.6,166,2.9058,0,0.96667,315.77,13.06,23.333,136.89,1
294.47,8368.6,166,2.9058,0,0.95,315.77,13.46,23.333,127.52,1
297.46,8384.7,166,2.9058,3.6657,0.95,317.91,13.46,23.333,106.89,1
298.45,8384.7,166,2.9058,4.0233,0.95,317.91,13.56,23.889,79.042,1
303.42,8384.7,166,2.9058,3.4422,0.95,317.91,13.76,23.889,67.609,1
302.26,8384.7,166,2.861,4.6492,0.93333,317.91,13.66,23.333,68.365,1
297.25,8384.7,166,2.861,5.6327,0.93333,320.34,13.46,23.333,84.454,1
291.42,8384.7,166,2.9058,7.4208,0.96667,320.34,12.76,23.333,123.94,1
289.41,8400.8,166,2.9058,7.0185,0.95,320.34,12.26,23.333,144.78,1
282.26,8400.8,166,2.861,6.9291,0.95,320.34,11.66,23.333,150.28,1
277.24,8400.8,166,2.861,6.035,0.95,322.78,11.05,23.333,139.48,1
264.53,8400.8,166,2.9505,6.2138,0.98333,322.78,10.25,23.333,127.51,1
264.64,8400.8,167,2.9952,4.9174,1,322.78,9.75,23.333,110.51,1
267.89,8416.8,166,3.0846,4.0681,1.0167,322.78,9.55,23.333,134.34,1
269.58,8416.8,167,2.9952,3.5763,1,324.31,10.25,23.333,220.73,1
262.22,8416.8,167,2.9058,3.0846,0.91667,324.31,11.15,23.333,291.29,1
285.29,8416.8,166,2.6375,1.967,0.9,324.31,12.14,23.333,343.93,1
303.65,8416.8,166,2.7716,2.861,0.9,324.31,13.14,23.333,384.7,1
332.42,8416.8,166,2.7269,2.5034,0.88333,325.53,14.14,23.333,389.17,1
340.95,8432.9,167,2.5928,1.8776,0.86667,325.53,15.74,23.333,377.22,1
346.71,8432.9,167,2.5481,2.3693,0.83333,325.53,16.94,23.333,343.62,1
360.5,8432.9,167,2.5034,2.0117,0.83333,325.53,18.23,23.333,249.51,1
354.59,8432.9,167,2.5481,3.174,0.83333,327.05,18.73,23.333,169.28,1
356.41,8432.9,167,2.5034,3.5763,0.83333,327.05,19.03,23.333,115.61,1
356.5,8432.9,167,2.5481,2.5481,0.83333,327.05,18.63,23.333,125.34,1
346.2,8432.9,167,2.4587,3.4869,0.81667,327.05,18.22,23.333,154.02,1
333.62,8449,167,2.5928,3.4422,0.85,328.57,17.52,23.333,177.53,1
327.6,8449,167,2.5928,3.3528,0.86667,328.57,16.62,23.333,187.25,1
325.86,8449,168,2.6822,2.6375,0.86667,328.57,15.82,23.333,201.47,1
316.69,8449,168,2.6375,3.0399,0.86667,328.57,15.22,23.333,201.96,1
313.68,8449,168,2.6375,2.2352,0.86667,330.1,14.92,23.333,166.06,1
306.52,8449,168,2.5928,1.7882,0.85,330.1,15.01,23.333,129.8,1
298.47,8465.1,168,2.5928,0,0.85,330.1,14.91,23.333,108.88,1
293.31,8465.1,168,2.5481,0,0.85,330.1,14.81,23.333,93.894,1
305.28,8465.1,169,2.5481,0,0.85,330.71,15.31,23.333,80.052,1
313.36,8465.1,169,2.5928,1.6093,0.83333,330.71,15.81,23.333,75.058,1
313.05,8465.1,169,2.5034,1.7435,0.83333,330.71,16.3,23.333,70.565,1
314.14,8465.1,169,2.5481,0,0.81667,330.71,16.6,23.333,70.429,1
300.01,8481.2,169,2.5034,0,0.83333,332.23,16.2,23.333,87.528,1
301.14,8481.2,170,2.5481,0,0.83333,332.23,15.3,23.333,80.722,1
301.97,8481.2,170,2.5034,0,0.83333,332.23,15.4,23.333,158.85,1
303.09,8481.2,169,2.5481,0,0.85,332.23,15,23.333,206.53,1
287.34,8481.2,170,2.6375,0,0.86667,333.76,14.5,23.333,254.25,1
301.56,8481.2,170,2.7269,0,0.93333,333.76,14.39,23.333,278.43,1
260.68,8497.3,170,3.1293,0,1.0167,333.76,13.29,23.333,292.74,1
253.67,8497.3,170,3.1293,0,1.05,333.76,12.39,23.333,280.94,1
239.91,8497.3,170,3.2187,2.861,1.0667,335.28,11.59,23.333,253.38,1
235.92,8497.3,170,3.2187,3.3528,1.0667,335.28,10.29,23.333,211.88,1
238.9,8497.3,170,3.2187,3.2634,1.05,335.28,9.69,23.333,190.48,1
250.74,8513.4,170,3.174,3.0846,1.05,335.28,9.79,23.333,121.16,1
261.44,8513.4,170,3.0846,2.9952,1.0167,336.5,10.58,23.333,125.87,1
263.53,8513.4,169,3.1293,4.0233,1.0333,336.5,10.88,23.333,135.22,1
266.51,8513.4,170,3.1293,3.4422,1.0333,336.5,11.18,23.333,132.83,1
268.48,8513.4,169,3.1293,4.0233,1.0333,336.5,11.08,23.333,119.73,1
266.34,8529.5,169,3.0846,4.2469,1.0167,338.02,10.88,23.333,97.14,1
270.3,8529.5,169,3.0846,4.4704,1.0167,338.02,10.98,23.333,98.037,1
274.26,8529.5,169,3.0846,4.0681,1.0167,338.02,11.08,23.333,117.54,1
281.35,8529.5,170,3.1293,4.6492,1.0333,338.02,11.07,23.333,140.08,1
284.3,8529.5,169,3.1293,3.7998,1.0167,339.55,11.27,23.333,153.79,1
291.14,8545.6,169,3.0846,3.4869,1.0167,339.55,11.57,23.333,154.81,1
298.08,8545.6,169,3.0846,2.861,1.0167,339.55,11.97,23.333,146.14,1
305.9,8545.6,169,3.0399,2.8163,1,339.55,12.67,23.333,131.64,1
307.74,8545.6,169,2.9952,3.7551,0.98333,341.07,12.97,23.333,117.73,1
305.57,8545.6,169,2.9505,3.7998,0.98333,341.07,13.36,23.333,103.54,1
309.54,8545.6,169,2.9505,3.8892,0.96667,341.07,13.76,23.333,77.942,1
310.26,8561.7,169,2.861,3.7551,0.93333,341.07,13.96,23.333,53.853,1
316.09,8561.7,169,2.8163,3.9786,0.91667,342.9,14.36,23.333,52.21,1
315.93,8561.7,169,2.7716,3.7104,0.9,342.9,14.66,23.333,64.522,1
312.77,8561.7,169,2.7269,3.5316,0.9,342.9,14.75,23.333,78.342,1
306.86,8561.7,169,2.7716,3.8892,0.91667,342.9,14.25,23.333,92.689,1
298.83,8561.7,169,2.7716,3.6657,0.91667,344.42,13.65,23.333,102.61,1
296.83,8577.8,169,2.7716,2.9952,0.91667,344.42,13.15,23.333,112.8,1
294.02,8577.8,169,2.861,3.621,0.95,344.42,12.45,23.333,103.41,1
291.08,8577.8,169,2.9058,4.1575,0.96667,344.42,12.34,23.333,83.322,1
290.02,8577.8,169,2.9058,4.0233,0.95,345.95,12.44,23.333,58.654,1
285.76,8577.8,169,2.8163,4.6492,0.93333,345.95,12.24,23.333,39.046,1
289.91,8593.9,169,2.9058,4.6492,0.95,345.95,12.54,23.889,36.8,1
292.64,8593.9,169,2.8163,4.6939,0.93333,345.95,12.93,23.889,45.447,1
295.51,8593.9,170,2.7716,3.7998,0.91667,347.17,13.03,23.333,80.959,1
295.56,8593.9,169,2.8163,3.621,0.91667,347.17,13.13,23.333,118.83,1
287.4,8593.9,170,2.7716,3.7998,0.91667,347.17,13.33,23.333,162.2,1
281.25,8593.9,169,2.7269,3.4422,0.9,347.17,13.02,23.333,209.28,1
268.32,8610,170,2.7716,2.1458,0.91667,348.08,12.22,23.333,253.95,1
259.62,8610,170,2.9058,3.2634,0.95,348.08,11.22,23.333,295.91,1
248.57,8610,169,2.9058,4.4257,0.96667,348.08,10.42,23.333,303.92,1
237.63,8610,169,2.9505,3.9786,0.98333,348.08,9.31,23.333,294.23,1
225.88,8610,169,3.0846,2.2799,1.0333,349.3,8.51,23.333,280.45,1
212.02,8626.1,169,3.174,3.2634,1.0667,349.3,7.61,23.333,248.44,1
213.36,8626.1,169,3.3528,4.4257,1.1,349.3,6.7,23.333,208.44,1
207.48,8626.1,169,3.4422,3.4869,1.1333,349.3,6.4,23.333,159.15,1
200.4,8626.1,169,3.4422,2.9952,1.1333,350.22,6.2,23.333,117.96,1
200.42,8626.1,169,3.4869,2.4587,1.15,350.22,6.4,23.333,106.85,1
207.24,8642.2,168,3.4422,4.2916,1.1333,350.22,6.99,23.333,129.52,1
214.9,8642.2,169,3.3081,3.0399,1.0833,350.22,7.79,23.333,159.63,1
223.53,8642.2,169,3.174,2.9505,1.0333,351.13,8.99,23.333,191.69,1
232.26,8642.2,169,3.0846,3.7998,1.0167,351.13,9.88,23.333,211.76,1
239.19,8642.2,168,3.0846,4.1128,1.0167,351.13,10.38,23.333,208.52,1
